question,answer,tags
What are the signs and symptoms of hypothermia?,"Signs and symptoms of hypothermia usually develop slowly and may include shivering, though this may stop as body temperature drops, slurred speech or mumbling, slow, shallow breathing, weak pulse, clumsiness or lack of coordination, drowsiness or very low energy, confusion or memory loss, loss of consciousness, and bright red, cold skin (in infants).",hypothermia
What should I do if I suspect someone has hypothermia?,"If you suspect someone has hypothermia, call 911 or your local emergency number. Then immediately take these steps: gently move the person out of the cold, remove wet clothing, offer warm, dry coats or blankets, gradually warm the person with warm, dry compresses or an electric blanket, offer warm, sweet, nonalcoholic drinks, and begin CPR if the person shows no signs of life.",hypothermia
What should I avoid doing when treating someone with hypothermia?,"When treating someone with hypothermia, you should avoid rewarming the person too quickly, such as with a heating lamp or hot bath. Don't attempt to warm the arms and legs, as heating or massaging the limbs of someone in this condition can stress the heart and lungs. Finally, don't give the person alcohol or cigarettes, as alcohol hinders the rewarming process and tobacco products interfere with circulation that is needed for rewarming.",hypothermia
How should I handle a tooth that has been knocked out?,"Handle the tooth by the top or crown only, and don't touch the roots.",tooth loss
What should I do if my tooth has dirt or foreign material on it?,"Gently rinse the tooth briefly in a bowl of lukewarm tap water for no more than 10 seconds to remove debris. Don't hold it under running water, as this could kill the cells on the root surface that help reattach the tooth.",tooth loss
What should I do if I can't put the tooth back in the socket?,"If you can't put the tooth back in the socket, immediately place it between your cheek and gum, or in cold milk or your own saliva. Alternatively, use an over-the-counter product that preserves a knocked-out tooth if you have quick access to it.",tooth loss
Should I try to reimplant the tooth myself?,"Try to put the tooth back in the socket if possible. If it doesn't go all the way into place, bite down slowly and gently on gauze or a moistened paper towel to help keep it in place. Hold the tooth in place until you see your dentist. If you can't reimplant the tooth yourself, get emergency dental care.",tooth loss
What should I do if I can't get to a dentist right away?,"If your dentist's office isn't open, go to the emergency room.",tooth loss
Are baby teeth implanted if they're knocked out?,"No, baby teeth (primary teeth) are not implanted if they're knocked out.",tooth loss
How long do I have to reimplant the tooth for it to have a good chance of success?,"Reimplantation should occur within two hours after the tooth is knocked out. Sooner is better, as the likelihood of success becomes poor after this time frame.",tooth loss
What are some common causes of chest pain?,"Causes of chest pain can vary from minor problems, such as heartburn or emotional stress, to serious medical emergencies, such as a heart attack or blood clot in the lungs (pulmonary embolism).",chest pain
What are the symptoms of a heart attack?,"Someone having a heart attack may have chest pain, pressure or tightness, or a squeezing or aching sensation in the center of the chest, pain or discomfort that spreads to the shoulder, arm, back, neck, jaw, teeth or occasionally upper abdomen, nausea, indigestion, heartburn or abdominal pain, shortness of breath, lightheadedness, dizziness, fainting, and sweating.",chest pain
What should I do if I or someone else may be having a heart attack?,"Call 911 or emergency medical assistance, chew aspirin if not allergic or otherwise instructed not to do so, take nitroglycerin if prescribed, begin CPR if necessary, and follow instructions for using an AED if available.",chest pain
What is angina?,Angina is chest pain or discomfort caused by reduced blood flow to your heart muscle.,chest pain
What is the difference between stable and unstable angina?,"Stable angina is chest pain that usually occurs with activity and is relatively predictable. The chest pain tends to follow a pattern. Unstable angina is chest pain that is sudden or new or changes from the typical pattern, and may be a sign of a future heart attack.",chest pain
What should I do if my angina gets worse or changes?,Seek emergency medical help immediately.,chest pain
What is a pulmonary embolism?,"A pulmonary embolism is a blood clot in the lung that interrupts blood flow, making it more difficult for your lungs to provide oxygen to the rest of your body. Symptoms may include sudden, sharp chest pain often with shortness of breath, cough that may produce blood-streaked spit, rapid heartbeat with shortness of breath, fainting, severe anxiety, unexplained sweating, and swelling of one leg only caused by a blood clot in the leg.",chest pain
What is an aortic dissection?,"An aortic dissection is a tear in the inner layer of the aorta, the large blood vessel branching off the heart. Symptoms may include sudden severe chest or upper back pain, often described as a tearing, ripping or shearing sensation, that radiates to the neck or down the back, loss of consciousness (fainting), shortness of breath, sudden difficulty speaking, loss of vision, weakness or paralysis of one side of your body, such as having a stroke, heavy sweating, and weak pulse in one arm compared with the other.",chest pain
What are the signs and symptoms of pneumonia with pleurisy?,"Frequent signs and symptoms of pneumonia are chest pain accompanied by chills, fever and a cough that may produce bloody or foul-smelling sputum. Pleurisy is inflammation of the membranes that surround the lung (pleura). It can cause chest pain when taking a breath or coughing. Unlike a true heart attack, pleurisy pain is usually relieved temporarily by holding your breath or putting pressure on the painful area of your chest.",chest pain
What is pericarditis?,"Pericarditis is swelling and irritation of the thin, saclike tissue surrounding your heart (pericardium). Pericarditis can cause sharp chest pain that gets worse when you cough, lie down, or take a deep breath. Pericarditis is usually mild and goes away without treatment. If it's severe, you may need medication or, rarely, surgery. It may be difficult to tell the difference between sudden (acute) pericarditis and pain due to a heart attack. If you have sudden, unexplained chest pain, seek emergency medical help.",chest pain
What is pulmonary embolism and what are its symptoms?,"Pulmonary embolism is a blood clot in the lung, and its symptoms may include sudden, sharp chest pain often with shortness of breath, sudden unexplained shortness of breath, cough that may produce blood-streaked spit, rapid heartbeat with shortness of breath, fainting, severe anxiety, unexplained sweating, and swelling of one leg only, caused by a blood clot in the leg.",chest pain
What is aortic dissection and what are its symptoms?,"Aortic dissection is a tear in the inner layer of the aorta, and its symptoms may include sudden severe chest or upper back pain, often described as a tearing, ripping or shearing sensation, that radiates to the neck or down the back, loss of consciousness (fainting), shortness of breath, sudden difficulty speaking, loss of vision, weakness or paralysis of one side of your body, such as having a stroke, heavy sweating, and weak pulse in one arm compared with the other.",chest pain
What is pneumonia with pleurisy and what are its symptoms?,"Pneumonia with pleurisy can cause chest pain when taking a breath or coughing and is accompanied by chills, fever, and a cough that may produce bloody or foul-smelling sputum.",chest pain
What is pericarditis and what are its symptoms?,"Pericarditis is swelling and irritation of the thin, saclike tissue surrounding your heart, and its symptoms include sharp chest pain that gets worse when you cough, lie down, or take a deep breath.",chest pain
"What is chest wall pain, and what can cause it?","Chest wall pain is a type of muscle pain, and bruised chest muscles, excessive coughing, straining, or minor injury can cause harmless chest pain. One type of chest wall pain is costochondritis, which causes pain and tenderness in and around the cartilage that connects your ribs to your breastbone.",chest pain
When should I see a doctor for chest pain?,"If your chest pain is new, changing or otherwise unexplained, seek help from a health care provider. If you think you're having a heart attack, call 911 or your local emergency number. Don't try to diagnose the chest pain yourself or ignore it. Your treatment will depend on the specific cause of the pain.",chest pain
Why can human bites be dangerous?,Human bites can be as dangerous as or even more dangerous than animal bites because of the types of bacteria and viruses contained in the human mouth.,human bites
What is considered a human bite?,"If someone cuts his or her knuckles on another person's teeth, as might happen in a fight, this is also considered a human bite. And a cut on the knuckles from your own teeth, such as from a fall, is considered a human bite.",human bites
How should you take care of a human bite that breaks the skin?,"Stop the bleeding by applying pressure with a clean, dry cloth. Wash the wound thoroughly with soap and water. Apply a clean bandage. Cover the affected area with a nonstick bandage. Seek emergency medical care.",human bites
What should you do if you haven't had a tetanus shot within five years?,"If you haven't had a tetanus shot within five years, your doctor may recommend a booster. In this case, get the booster shot within 48 hours of the injury.",human bites
What is the primary cause of toothaches for most children and adults?,Tooth decay is the primary cause of toothaches for most children and adults.,toothache
What are some other causes of a toothache?,"Other causes of a toothache can include: an accumulation of food and debris between your teeth, inflammation or infection at the root of the tooth or in the gums, trauma to the tooth, sudden fracture of the tooth or tooth root, a split in the tooth that occurs over time, teeth that start to appear (erupt) through the gums, and a sinus infection that can be felt as pain in the teeth.",toothache
What should you do for self-care if you have a toothache?,"Until you can see your dentist, try these self-care tips for a toothache: rinse your mouth with warm water, use dental floss to remove any food particles or plaque wedged between your teeth, consider taking an over-the-counter (OTC) pain reliever to dull the ache, but don't place aspirin or another painkiller directly against your gums because it may burn your gum tissue, and if the toothache is caused by trauma to the tooth, apply a cold compress to the outside of your cheek.",toothache
What should you be cautious of when using products containing benzocaine for toothache relief?,"Use caution with products containing benzocaine. Talk to your dentist or doctor before using an OTC antiseptic containing benzocaine, don't use any products that contain benzocaine — such as teething gels with benzocaine (Anbesol, Orabase, Orajel, others) — in children younger than 2 years old, never use more than the recommended dose of benzocaine, and store products containing benzocaine out of the reach of children.",toothache
When should you call your dentist immediately if you have a toothache?,"Call your dentist immediately if you have any of the following with a toothache: pain that persists for more than a day or two, fever, signs and symptoms of infection, such as swelling, pain when you bite, red gums or a foul-tasting discharge, trouble breathing or swallowing.",toothache
What are the symptoms of a foreign object in the ear for small children?,"Small children may have symptoms such as ear pain, crankiness or crying.",foreign object in the ear
When should you seek help if a foreign object is lodged in the ear?,"If there is bleeding, severe pain, drainage or signs of infection, see a health care provider right away. Also, if you know the object is a battery, seek help right away. And if you can't easily see the object and you've tried removing it more than once, stop and get care. Delays and many failed tries to remove it can lead to infection and damage.",foreign object in the ear
What should you never do if you have a foreign object in your ear?,"Never poke or prod the object. If you use tools such as cotton swabs or matchsticks to pry an object out, they can push it deeper into the ear. This may cause more damage.",foreign object in the ear
What should you use to remove a foreign object in the ear if it's easy to see and grasp?,Use tweezers to gently remove it.,foreign object in the ear
What should you use to wash out the ear canal if you don't think there is a hole in the eardrum and no ear tubes are in place?,"Use a rubber-bulb syringe and warm water to wash the object out of the canal. Don't use water to remove batteries, food or plant material.",foreign object in the ear
What should you use for an insect stuck in the ear?,"If the object is an insect, tilt the head so that the ear with the insect is upward. Pour alcohol or warm, but not hot, oil into the ear. The oil can be mineral oil, olive oil or baby oil. The insect should float out. Don't use oil if you think there is a hole in the eardrum or if ear tubes are in place.",foreign object in the ear
When should you see a health care provider right away if you have a foreign object in your ear?,"If you can't remove the object easily the first time, get help. Also, if the person continues to have pain, discharge from the ear canal, problems hearing or feeling there is something lodged in the ear, see a health care provider.",foreign object in the ear
What should you do if a blister isn't too painful?,"If a blister isn't too painful, try to keep it intact. Unbroken skin over a blister may provide a natural barrier to bacteria and decreases the risk of infection. Cover it with a bandage or moleskin. Cut a piece of moleskin into a doughnut shape and place the pad so that it encircles and protects the blister. Then cover the blister and moleskin with gauze.",blister
When should you seek medical care for a blister?,"Seek medical care if the blister looks infected. If you have diabetes or poor circulation, call your doctor before treating the blister yourself.",blister
How can you drain a blister to relieve pain?,"To relieve blister-related pain, drain the fluid while leaving the overlying skin intact. Wash your hands and the blister with soap and warm water. Swab the blister with iodine. Clean a sharp needle with rubbing alcohol. Use the needle to prick the blister in several spots near the edge. Let the fluid drain, but leave the overlying skin in place. Apply an ointment such as petroleum jelly to the blister and cover it with a nonstick gauze bandage. If a rash appears, stop using the ointment. Check the area every day for infection. After several days, use a tweezers and scissors sterilized with rubbing alcohol to cut away the dead skin. Apply more ointment and a bandage.",blister
What can you do to prevent friction blisters?,"To prevent friction blisters on your feet, wear shoes that fit well. It also helps to use moisture-wicking socks. Try the various socks, shoes and insoles that are designed specifically to help reduce blistering. You might also try attaching moleskin to the inside of your shoes where it might rub. Or you can dust the inside of your socks with foot powder. Gloves help prevent blisters on your hands.",blister
What is a fever?,A fever is a rise in body temperature. It's usually a sign of infection.,fever
What is the average body temperature range?,The average body temperature range is between 97 F (36.1 C) and 99 F (37.2 C) or more.,fever
How do you know if you have a fever?,"A rectal, ear, or temporal artery temperature of 100.4 (38 C) or higher, an oral temperature of 100 F (37.8 C) or higher, or an armpit temperature of 99 F (37.2 C) or higher generally indicate a fever.",fever
Should a fever be treated?,Treating a fever neither shortens nor particularly prolongs the course of an illness. The main goal is to relieve discomfort and promote rest.,fever
What are some home care strategies for treating a fever in children?,"Encourage your child to drink fluids, dress your child in lightweight clothing, use a light blanket if your child feels chilled until the chills end, and give your child acetaminophen or ibuprofen if they are 6 months old or older.",fever
When should medical advice be sought for a child with a fever?,"Medical care should be sought if a child of any age shows signs of fussiness or acting abnormally which doesn't improve even after taking medications to bring down the fever, signs and symptoms of dehydration, a stiff neck or headache, abdominal pain, trouble breathing, rash, joint pain or swelling, or if the fever lasts more than five days in a row.",fever
What are some home care strategies for treating a fever in adults?,"Drink plenty of fluids to stay hydrated, dress in lightweight clothing, use a light blanket if you feel chilled until the chills end, and take acetaminophen or ibuprofen following the directions on the label.",fever
When should medical advice be sought for an adult with a fever?,"Medical care should be sought if someone with a fever has difficulty breathing, chest pain, severe headache, confusion or agitation, abdominal pain, repeated vomiting, dry mouth, decreased or dark urine, or refusal to drink fluids, which may indicate dehydration, skin rashes, difficulty swallowing fluids, pain with urination or pain in the back.",fever
When should emergency medical care be sought for a child with a fever?,"Emergency medical care should be sought if a child has a fever after being left in a hot car or involved in another such potentially dangerous situation and shows any of these warning signs: fever with no sweating, severe headache, seizures, stiff neck, confusion, repeated vomiting or diarrhea, irritability or significant discomfort, or any worrisome, different, or unusual symptoms.",fever
What type of thermometer should be used to check someone's temperature?,Always use a digital thermometer to check someone's temperature.,fever
What types of digital thermometers are available to check temperature?,"Various types of digital thermometers are available including rectal, oral, temporal artery, armpit, and ear thermometers.",fever
Why are glass mercury thermometers no longer recommended?,Glass mercury thermometers have been phased out and are no longer recommended due to the potential for mercury exposure or ingestion.,fever
What precautions should be taken when using a digital thermometer?,"Read the instructions that came with the thermometer, clean the thermometer before and after each use with rubbing alcohol or soap and lukewarm water, don't use the same thermometer for both oral and rectal temperatures, get two and label which is used where, and never leave a child unattended while taking his or her temperature.",fever
How to take rectal temperature for infants?,"Turn on the digital thermometer and dab petroleum jelly or another lubricant on the tip of the thermometer. Lay the child on his or her stomach or side, with knees flexed. Carefully insert the tip 1/2 to 1 inch (1.3 to 2.5 centimeters) into the rectum. Hold the thermometer and child still until the thermometer beep indicates it's done. To avoid injury, don't let go of the thermometer while it's inside the child. Remove the thermometer and read the number.",fever
How to take oral temperature?,Turn on the digital thermometer. Place the thermometer tip under the tongue. Close the mouth around the thermometer for the recommended amount of time or until the thermometer beep indicates it's done. Remove the thermometer and read the number.,fever
How to take temporal artery temperature?,Turn on the digital thermometer. Gently sweep it across the forehead and read the number.,fever
How to take armpit temperature?,"Turn on the digital thermometer. Place the thermometer under the armpit, making sure it touches skin, not clothing. Hold the thermometer tightly in place until you hear the thermometer beep indicating it's done. Remove the thermometer and read the number.",fever
How to take ear temperature?,Turn on the digital thermometer. Gently place it in the ear canal no further than indicated by the instructions that came with the device. Hold the thermometer tightly in place until you hear the thermometer beep indicating it's done. Remove the thermometer and read the number.,fever
What are chemical burns?,"Chemical burns are tissue damage caused by strong acids, drain cleaners, paint thinner, gasoline and many other substances.",chemical burns
When should you seek emergency care for a chemical burn?,"You should seek emergency medical help for major chemical burns, which are deep, involve all layers of the skin, are larger than 3 inches (about 8 centimeters) in diameter, cover the hands, feet, face, groin, buttocks, or a major joint or encircles an arm or leg, or might cause shock, with symptoms such as cool, clammy skin, weak pulse and shallow breathing.",chemical burns
What should you do if you're unsure whether you've been exposed to a toxic chemical?,"If you're unsure you've been exposed to a toxic chemical, call a poison control center then call 911. In the United States, you can get help from Poison Control online at www.poison.org or by calling 800-222-1222. Both options are free, confidential and available 24 hours a day. If you seek emergency medical help, take the container or the name of the chemical with you.",chemical burns
What are the first aid steps for a chemical burn?,"If you think you have a chemical burn, take these steps immediately: remove dry chemicals, remove contaminated clothing or jewelry and rinse chemicals off for at least 20 minutes, in a shower if it's available, bandage the burn, cover the burn with a clean bandage, and rinse again if needed. If you feel more burning, rinse the area again for several more minutes.",chemical burns
What is a bruise?,"A bruise forms when blood vessels under the skin break. The trapped blood creates a bruise that's black, purple or blue then changes color as it heals.",bruise
How can you enhance bruise healing?,"You can enhance bruise healing by elevating the bruised area above heart level if possible, applying an ice pack wrapped in a thin towel, and repeating several times for a day or two after the injury. This helps to reduce the swelling and pain. If the bruised area is swelling, put an elastic bandage around it, but not too tight.",bruise
Do you need to bandage a bruise if the skin isn't broken?,"If the skin isn't broken, you don't need to bandage a bruise. Consider taking a nonprescription pain reliever if needed.",bruise
When should you consult your health care provider for a bruise?,"You should consult your health care provider if you have very painful swelling in the bruised area, suspect a bruise has been caused by child abuse, domestic violence or elder abuse, are still experiencing pain three days after a seemingly minor injury, have frequent, large or painful bruises, have bruises that begin suddenly or seem to develop for no reason, have a personal or family history of easy bruising or bleeding, notice a lump form over the bruise, which may be a sign of pooling blood, also called a hematoma, or have unusual bleeding, such as from the nose or gums.",bruise
What is shock?,"Shock is a critical condition that occurs when there is a sudden drop in blood flow throughout the body. This can be caused by a variety of factors including trauma, blood loss, severe burns, severe infection, or poisoning.",shock
What are the signs and symptoms of shock?,"Signs and symptoms of shock can vary depending on the circumstances but may include cool, clammy skin; pale or ashen skin; rapid pulse; rapid breathing; nausea or vomiting; weakness or fatigue; dizziness or fainting; changes in mental status or behavior; or an enlarged pupils.",shock
What should I do if I suspect someone is in shock?,"If you suspect a person is in shock, call 911 or your local emergency number. Then immediately lay the person down and elevate their legs and feet slightly unless you think this may cause pain or further injury. Keep the person still and begin CPR if the person shows no signs of life, such as not breathing, coughing, or moving. Loosen tight clothing and cover the person with a blanket to prevent chilling. Do not let the person eat or drink anything. If the person is bleeding, hold pressure over the bleeding area using a towel or sheet. If the person vomits or begins bleeding from the mouth, and no spinal injury is suspected, turn him or her onto a side to prevent choking.",shock
What should I do if the person is having an allergic reaction and I have an epinephrine autoinjector?,"If you suspect that the person is having an allergic reaction and you have access to an epinephrine autoinjector, use it according to its instructions.",shock
What should you do if you suspect someone has a spinal injury?,Get help. Call 911 or emergency medical help.,spinal injury
What should you do to prevent movement of the neck and head in someone with a suspected spinal injury?,Place heavy towels or rolled sheets on both sides of the neck or hold the head and neck to prevent movement.,spinal injury
When should you begin chest compressions on someone with a suspected spinal injury?,"If the person shows no signs of circulation (breathing, coughing or movement), begin CPR, but do not tilt the head back to open the airway. Use your fingers to gently grasp the jaw and lift it forward. If the person has no pulse, begin chest compressions.",spinal injury
Should you remove a helmet if someone is wearing one and has a suspected spinal injury?,"No, if the person is wearing a helmet, don't remove it. A football helmet facemask should be removed if you need to access the airway.",spinal injury
What should you do if you need to roll someone with a suspected spinal injury?,"If you must roll the person because he or she is vomiting, choking on blood or because you have to make sure the person is still breathing, you need at least one other person. With one of you at the head and another along the side of the injured person, work together to keep the person's head, neck and back aligned while rolling the person onto one side.",spinal injury
What are heat cramps?,"Heat cramps are painful, involuntary muscle spasms that usually occur during heavy exercise in hot environments.",heat cramps
What contributes to heat cramps?,Fluid and electrolyte loss often contribute to heat cramps.,heat cramps
Which muscles are most often affected by heat cramps?,"Muscles most often affected include those of your calves, arms, abdominal wall and back, although heat cramps may involve any muscle group involved in exercise.",heat cramps
What should you do if you suspect heat cramps?,"Rest briefly and cool down, drink clear juice or an electrolyte-containing sports drink, practice gentle, range-of-motion stretching and gentle massage of the affected muscle group, and don't resume strenuous activity for several hours or longer after heat cramps go away.",heat cramps
When should you call your doctor if you have heat cramps?,You should call your doctor if your cramps don't go away within one hour or so.,heat cramps
What is heatstroke?,Heatstroke occurs when your body temperature rises rapidly and you're unable to cool down. It can be life-threatening by causing damage to your brain and other vital organs. It may be caused by strenuous activity in the heat or by being in a hot place for too long.,heatstroke
What are the signs and symptoms of heatstroke?,"Heatstroke signs and symptoms include: fever of 104 degrees Fahrenheit (40 degrees Celsius) or greater, changes in mental status or behavior such as confusion, agitation and slurred speech, hot, dry skin or heavy sweating, nausea and vomiting, flushed skin, rapid pulse, rapid breathing, headache, fainting, seizure, and coma.",heatstroke
What should I do if I suspect someone is experiencing heatstroke?,"If you suspect heatstroke, call 911 or your local emergency number. Then move the person out of the heat right away. Cool the person by whatever means available. For example: put the person in a cool tub of water or a cool shower, spray the person with a garden hose, sponge the person with cool water, fan the person while misting with cool water, place ice packs or cool wet towels on the neck, armpits and groin, or cover the person with cool damp sheets. If the person is conscious, offer chilled water, a sports drink containing electrolytes or other nonalcoholic beverage without caffeine.",heatstroke
What should I do if the person loses consciousness?,"Begin CPR if the person loses consciousness and shows no signs of circulation, such as breathing, coughing or movement.",heatstroke
What should I do immediately after getting a black eye?,"Apply a cold compress soon after the injury. Using gentle pressure, place a cold pack, a cloth filled with ice — or even a bag of frozen vegetables — to the area around your eye. Take care not to press on the eye itself. Apply cold as soon as possible after the injury to reduce swelling. Repeat several times a day for a day or two.",black eye
When should I seek urgent medical care for a black eye?,"If you see blood in the white or colored parts of the eye, seek urgent care by an eye specialist (ophthalmologist).",black eye
When should I seek medical care right away for a black eye?,"Seek medical care right away if you have vision problems, such as double vision or blurring. Also seek care right away if you have severe pain, bruising around both eyes, or bleeding in an eye or from the nose.",black eye
When can I apply warm or hot compresses to a black eye?,Apply warm or hot compresses after a few days when the swelling has gone down. Repeat several times a day for a day or two.,black eye
What should I do if I see severe bleeding?,Call 911 or your local emergency number if the wound is deep or you're not sure how serious it is. Don't move the injured person except if needed to avoid further injury.,severe bleeding
What should I do before checking for the source of the wound?,Put on disposable gloves and other personal protective equipment if you have them. Remove any clothing or debris from the wound.,severe bleeding
How can I stop the bleeding?,Cover the wound with sterile gauze or a clean cloth. Press on it firmly with the palm of your hand until bleeding stops. But don't press on an eye injury or embedded object. Don't press on a head wound if you suspect a skull fracture.,severe bleeding
What should I do if the blood seeps through the bandage?,Add more gauze or cloth on top of the existing bandage. Then keep pressing firmly on the area.,severe bleeding
When should I apply a tourniquet?,"A tourniquet is effective in controlling life-threatening bleeding from a limb. Apply a commercially made tourniquet if it's available and you're trained in how to use it. Don't use an improvised tourniquet, such as a scarf or a belt.",severe bleeding
What should I do if I'm waiting for emergency help to arrive?,Try to keep the injured person from moving.,severe bleeding
What should I do after helping the injured person?,"Wash your hands, even if it doesn't look like any blood got on your hands.",severe bleeding
What are the causes of burns?,"Burns can be caused by hot liquids, the sun, flames, chemicals, electricity, steam, and other factors.",burns
When should you seek emergency medical help for a burn?,"You should seek emergency medical help for a burn if it is deep, involving all layers of the skin, causes the skin to be dry and leathery, appears charred or has patches of white, brown or black, is larger than 3 inches (about 8 centimeters) in diameter, covers the hands, feet, face, groin, buttocks or a major joint, encircles an arm or leg, is accompanied by smoke inhalation, or begins swelling very quickly. Electrical burns, including those caused by lightning, and major chemical burns also require emergency medical care. A minor burn might need emergency care if it affects the eyes, mouth, hands or genital areas. Babies and older adults might need emergency care for minor burns as well.",burns
What should you do until emergency help arrives for a major burn?,"Until emergency help arrives for a major burn, you should protect the burned person from further harm, make certain that the person burned is breathing, remove jewelry, belts, and other tight items, cover the burn loosely with gauze or a clean cloth, raise the burned area above heart level if possible, and watch for signs of shock.",burns
What should you do for a minor burn?,"For a minor burn, you should cool the burn by holding the area under cool (not cold) running water for about 10 minutes. If the burn is on the face, apply a cool, wet cloth until the pain eases. For a mouth burn from hot food or drink, put a piece of ice in the mouth for a few minutes. Remove rings or other tight items from the burned area. Don't break blisters. Apply lotion, such as one with aloe vera or cocoa butter. Bandage the burn with a clean bandage, and wrap it loosely to avoid putting pressure on burned skin. If needed, take a nonprescription pain reliever, such as ibuprofen (Advil, Motrin IB, others), naproxen sodium (Aleve) or acetaminophen (Tylenol, others).",burns
Why is it important to have access to key health information during an emergency?,"During an emergency, medical service providers need to have access to key health information for anyone who needs assistance. This information can help them provide proper and timely medical care.",emergency health information
What information should be included in a health record?,"A health record should include your name, age, sex, address, medication names, doses and schedules, medical equipment, chronic medical conditions, medical consent form, aspects of your health history that could be helpful to emergency medical responders, including allergies and immunization record, phone numbers for professional emergency contacts, such as your family doctor, local emergency services, emergency road service providers, and the regional poison control center, and phone numbers for a personal emergency contact, such as a friend or a family member who you've asked to serve in this role.",emergency health information
What are some options for storing your health information online?,"Two options for storing your health information online include free or subscription-based personal health records (PHRs) and patient portals. Many health care providers, insurance companies and employers offer their clients or staff access to their electronic health record via patient portals.",emergency health information
What are some other storage options for emergency health information?,"Other storage options for emergency health information include print versions, where you keep a number of print copies in handy places, such as your purse, vehicle glove box, first aid kit and emergency kit. You could even try making one small enough to fit in your wallet or on an index card. Consider posting the index card on your refrigerator door so emergency personnel can see it quickly if needed. Another option is to put the list on a portable digital device, such as a cell phone or thumb drive, that you keep with you.",emergency health information
What is a patient portal?,"A patient portal is an electronic health information tool offered by many insurance companies, employers, and health care institutions. It allows patients to access their electronic health record and communicate with their health care provider.",emergency health information
What should you do to treat a mild reaction to an insect bite or sting?,"To treat a mild reaction to an insect bite or sting, move to a safe area to avoid more bites or stings, remove any stingers, gently wash the area with soap and water, apply a cloth dampened with cold water or filled with ice to the area of the bite or sting for 10 to 20 minutes, raise the affected arm or leg, apply calamine lotion, baking soda paste, or 0.5% or 1% hydrocortisone cream to the affected area several times a day until your symptoms go away, take an anti-itch medicine (antihistamine) by mouth to reduce itching, and take a nonprescription pain reliever as needed.",insect bites and stings
When should you seek medical care for an insect bite or sting?,"You should seek medical care if the swelling gets worse, the site shows signs of infection, or you don't feel well.",insect bites and stings
When should you call 911 or your local medical emergency number for an insect bite or sting?,"You should call 911 or your local medical emergency number if a child is stung by a scorpion or if anyone is having a serious reaction that suggests anaphylaxis, such as trouble breathing, swelling of the lips, face, eyelids or throat, dizziness, fainting or unconsciousness, a weak and rapid pulse, hives, or nausea, vomiting or diarrhea.",insect bites and stings
What should you do while waiting for medical help if someone is having a serious reaction to an insect bite or sting?,"While waiting for medical help if someone is having a serious reaction to an insect bite or sting, ask whether the injured person is carrying an epinephrine autoinjector (EpiPen, Auvi-Q, others) and ask whether you should help inject the medication. Loosen tight clothing and cover the person with a blanket. Don't offer anything to drink. If needed, position the person to prevent choking on vomit.",insect bites and stings
What is motion sickness?,"Motion sickness is a feeling of uneasiness, dizziness, and vomiting that can occur when traveling by any type of transportation.",motion sickness
How can I avoid motion sickness while traveling?,"You can avoid motion sickness by planning ahead and avoiding sitting in the rear of the vehicle or in seats that face backward. You should also focus on the horizon or on a distant, stationary object while traveling, keep your head still, avoid smoking and strong odors, and take an antihistamine, ginger, or eat lightly to help curb nausea.",motion sickness
What are some tips for traveling by ship to avoid motion sickness?,"If traveling by ship, you should request a cabin in the front or middle of the ship near the water level to avoid motion sickness.",motion sickness
What are some tips for traveling by plane to avoid motion sickness?,"If traveling by plane, you should ask for a seat over the front edge of a wing and direct the air vent flow to your face to avoid motion sickness.",motion sickness
What are some tips for traveling by train to avoid motion sickness?,"If traveling by train, you should take a forward-facing seat near the front and next to a window to avoid motion sickness.",motion sickness
What are some tips for traveling by automobile to avoid motion sickness?,"If traveling by automobile, you should drive or sit in the front passenger's seat and children should be in age-appropriate seats and restraints to avoid motion sickness.",motion sickness
What medications can I take to prevent motion sickness?,"You can take antihistamines such as dimenhydrinate or meclizine, at least 30 to 60 minutes before traveling to prevent motion sickness. Scopolamine is also available in a prescription adhesive patch called Transderm Scop. Talk to your healthcare provider before using scopolamine if you have health problems such as glaucoma or urine retention. Ginger supplements, ginger ale, or candied ginger may also help curb nausea.",motion sickness
What is frostbite?,"Frostbite is when skin and underlying tissues freeze after being exposed to very cold temperatures, usually affecting areas like the fingertips, toes, earlobes, cheeks, chin and tip of the nose.",frostbite
What are the early signs and symptoms of frostbite?,"Early signs and symptoms of frostbite include patches of reddish skin and burning pain. The condition then progresses to cold, numb, white or grayish skin that feels stiff or looks waxy.",frostbite
What should you do if you suspect hypothermia?,"Get emergency medical help if you suspect hypothermia. Signs of hypothermia include intense shivering, drowsiness, confusion, fumbling hands and slurred speech.",frostbite
What should you do to protect frostbitten skin from further damage?,"If there's any chance the affected areas will freeze again, don't thaw them. If they're already thawed, wrap them up so that they don't refreeze.",frostbite
How should you warm frostbitten hands if you're outside?,"Warm frostbitten hands by tucking them into your armpits. Protect your face, nose or ears by covering the area with dry, gloved hands. Don't rub the affected skin with snow or anything else. And don't walk on frostbitten feet or toes if possible.",frostbite
What should you do once you're in a warm space after being in the cold with frostbite?,"Once you're in a warm space, remove wet clothes and wrap up in a warm blanket.",frostbite
How should you gently rewarm frostbitten areas?,"Soak frostbitten fingers, toes or other extremities in warm water — 105 to 110 F (about 40 to 43 C). If a thermometer isn't available, test the water by placing an uninjured hand or elbow in it — it should feel very warm, not hot. Soak for 20 to 30 minutes or until the skin becomes its normal color or loses its numbness. For the face or ears, apply a warm, wet washcloth.",frostbite
